Max,Min,Mean,Std,RMS,Skewness,Kurtosis,Crest Factor,Form Factor,Fault
0.496,-0.559,-0.0928496582031249,0.0948388078658176,0.1327224130130839,0.0086045487988766,0.4520524375520871,3.7371231334612927,-1.4294335119977528,Normal
0.398,-0.835,-0.0931160888671875,0.0954545034070931,0.1333489624120382,-0.0178237184089654,0.6695354012062915,2.9846501450098275,-1.4320722018537029,Normal
0.457,-0.625,-0.0924663330078124,0.0957240008682544,0.1330897568335874,-0.0419625684699539,0.6103738654020794,3.433772897875401,-1.4393320520490709,Normal
0.405,-0.64,-0.093351220703125,0.0943445242893538,0.1327219739277609,-0.0053594399273647,0.4902062978978398,3.0514916860748085,-1.421748670537931,Normal
0.425,-0.706,-0.09302001953125,0.0950411707159455,0.1329861934063786,-0.0085691195080415,0.5610009614433955,3.1958204766511877,-1.4296513167437257,Normal
0.425,-0.623,-0.0919252197265625,0.0945317371110052,0.1318570330807255,-0.0020989506610886,0.4852039702466455,3.2231879488734307,-1.434394538005379,Normal
0.447,-0.647,-0.0929235107421874,0.094020585453426,0.1321908980244396,0.0021325901109953,0.4904226175360691,3.381473359212356,-1.422577526060094,Normal
0.483,-0.82,-0.09255673828125,0.0953574836457734,0.1328893430273262,-0.009511737407415,0.6517349349726969,3.634602963615224,-1.4357608694411683,Normal
0.413,-0.605,-0.0926602539062499,0.0953497029928295,0.1329558819787014,0.0167592801872235,0.4634738056969745,3.106293560341766,-1.434875001672464,Normal
0.454,-0.642,-0.0927739013671875,0.0952278501461476,0.1329478048831276,0.0200213845931366,0.5907756584117632,3.414873983057518,-1.4330302264312125,Normal
0.396,-0.669,-0.0925098876953125,0.0956338042081564,0.1330551785613479,0.0214601400224723,0.5835488067655388,2.976208850205824,-1.43828061925201,Normal
0.435,-0.693,-0.0928652587890625,0.0951096303087477,0.1329269619816825,0.0001034122522693,0.5896366027795397,3.272473797000967,-1.4313960216663766,Normal
0.52,-0.596,-0.0928281982421874,0.0952324724552115,0.1329890100054382,0.0682918786831503,0.5010817196320709,3.910097533463373,-1.4326359072323238,Normal
0.471,-0.549,-0.093125634765625,0.0956906086427701,0.1335247276007683,0.0179806753727666,0.5126207674386709,3.5274365165399506,-1.4338128050006658,Normal
0.391,-0.542,-0.0927471435546875,0.0949239398849686,0.1327115933767715,0.0301730881625874,0.4062184884705098,2.9462384562736816,-1.4308968264722826,Normal
0.488,-0.649,-0.09283369140625,0.0954393896371429,0.1331410867261093,-0.0017469187361486,0.6176430849779084,3.6652847892393066,-1.4341892981877662,Normal
0.508,-0.681,-0.092751123046875,0.0957763337408821,0.1333253650980023,-0.0347047390073093,0.5904956736101932,3.8102277059326912,-1.4374528385022545,Normal
0.4,-0.706,-0.09300478515625,0.0967266287056062,0.134185328347588,-0.0409697050210545,0.5648661094523906,2.980951829277914,-1.44277875726667,Normal
0.403,-0.71,-0.0926078125,0.0957253784392918,0.1331890810045182,0.0017369662157567,0.4397367208893832,3.0257735616204813,-1.438205669791825,Normal
0.425,-0.713,-0.09270908203125,0.0961187239181859,0.1335423431795136,0.0201348743373403,0.5650405104267096,3.182511178710529,-1.4404451026114111,Normal
0.437,-0.613,-0.09217158203125,0.0951612870423859,0.1324803759052638,0.0078313495913268,0.6356842044546789,3.2986017514963653,-1.4373234459656712,Normal
0.642,-0.63,-0.0924682373046875,0.0930512146350102,0.1311819044892613,0.0290193435022865,0.5095650426725675,4.893967674120439,-1.4186698947986902,Normal
0.403,-0.527,-0.0927542480468749,0.0955411448572028,0.1331586949361902,0.0514706051428375,0.4335473742884721,3.0264640261991,-1.435607508444208,Normal
0.459,-0.688,-0.0931233154296875,0.0961945570742306,0.1338847219604016,-0.0027689970734068,0.5322963767991182,3.4283224648721,-1.437714296818512,Normal
0.474,-0.586,-0.092911181640625,0.0942934607573111,0.132376460685992,0.0260114169561078,0.6050011677703679,3.580697032868761,-1.424763503686956,Normal
0.457,-0.754,-0.0930114990234375,0.0962577618548327,0.1338524167058922,0.0205755582816462,0.6307219126958943,3.414208060241043,-1.4390953603721988,Normal
0.383,-0.596,-0.09228681640625,0.0949089227511569,0.1323795308404848,0.0258033504768768,0.4469988506061564,2.8931965355090186,-1.434435989835701,Normal
0.464,-0.605,-0.092920166015625,0.0952378256637861,0.1330570526054401,-0.0108599782800487,0.4899469087563357,3.4872258998244856,-1.4319502247022025,Normal
0.508,-0.747,-0.0925175537109374,0.0971526776469192,0.1341562897631259,-0.0105294084982284,0.6420622445707855,3.7866282743578714,-1.4500630894574325,Normal
0.498,-0.596,-0.0927013427734374,0.095119770729415,0.1328197607390309,0.0370818321483878,0.48505959632516,3.749442080222447,-1.4327706240851668,Normal
0.469,-0.742,-0.0925450927734375,0.0954129959887595,0.1329210733599607,-0.017580826150723,0.5790015446693029,3.528409665560788,-1.4362844033812674,Normal
0.488,-0.605,-0.09259853515625,0.0952886256259819,0.1328690679164431,-0.0224773968417188,0.5427997307410997,3.6727886155330505,-1.434893842459181,Normal
0.493,-0.635,-0.0933317626953124,0.0961169427224251,0.1339740984579377,0.0250576222860594,0.5514663656870313,3.679815767932049,-1.4354609255083366,Normal
0.415,-0.588,-0.0930751220703125,0.0952464084029662,0.1331714503212459,0.0239555328508638,0.4670499021734708,3.1162835502572563,-1.430795333479585,Normal
0.417,-0.508,-0.09279970703125,0.0944670878362249,0.1324220466444315,0.016827502709642,0.348031953633285,3.149022466928737,-1.4269662144497808,Normal
0.449,-0.706,-0.093134912109375,0.0969558444057894,0.1344407606168396,0.0146157573723143,0.5883503422582854,3.3397609321749084,-1.443505529472731,Normal
0.493,-0.618,-0.0928688720703125,0.0964758802317355,0.1339104014999686,0.00890296107656,0.4021799625451652,3.681566140327907,-1.4419298793527175,Normal
0.381,-0.681,-0.0928888427734375,0.0961655723359276,0.1337008924341768,0.0074810955565169,0.403293184086841,2.849644404487224,-1.4393643891148775,Normal
0.405,-0.659,-0.093125146484375,0.0965002854801956,0.1341058188681493,0.0087294537604245,0.5312335599123923,3.020003184188372,-1.4400602192947984,Normal
0.349,-0.618,-0.0933505859375,0.0947181333376907,0.1329873589725142,-0.022577700131622,0.5317567006994186,2.6243095787181625,-1.4246012238375434,Normal
0.552,-0.662,-0.0930225341796875,0.0953561269252527,0.1332132156185327,0.018879671741301,0.6521404574348479,4.143733018056548,-1.4320531771496423,Normal
0.476,-0.747,-0.1131349853515625,0.1140441413663352,0.1606401990772245,0.0076977494148261,0.3892534650406616,2.9631437382069774,-1.4198985272154443,Normal
0.559,-0.708,-0.1137115234374999,0.1114283208799793,0.1592051447818191,0.0083235809248616,0.4346247895757642,3.51119306330254,-1.4000792529116377,Normal
0.522,-0.828,-0.114507373046875,0.1129657517144473,0.1608505144172105,-0.0279955946032394,0.6162280458250877,3.245249179906555,-1.4047175316070206,Normal
0.564,-0.862,-0.11278515625,0.1111752084995199,0.1583670316044938,0.0038134451250842,0.367742931358622,3.5613472973878477,-1.4041478229054971,Normal
0.376,-0.72,-0.113024853515625,0.1118271403836211,0.1589956651396607,-0.018205084678538,0.3055968012714678,2.364844347609881,-1.4067318841309582,Normal
0.544,-0.813,-0.1149447998046875,0.1121225967452804,0.1605723412740393,0.0071011835413448,0.6611779040582784,3.387881098847449,-1.3969517676909395,Normal
0.535,-0.757,-0.1137375244140625,0.1130985414937533,0.1603969833280607,0.0283498678208465,0.3624107852230027,3.33547420219096,-1.4102380384518831,Normal
0.479,-0.92,-0.1130209228515625,0.113906563547058,0.1604621994616012,-0.0102383033036352,0.5627681600699264,2.985126725217457,-1.4197565850028169,Normal
0.576,-0.723,-0.1145716064453125,0.1131982521189165,0.1610595680120935,-0.0192284927453709,0.4016305499203993,3.5763165585837755,-1.4057546455802796,Normal
0.481,-0.825,-0.112844873046875,0.1136212670973551,0.1601357003584674,-0.0020694005342453,0.4217021640785776,3.003702478106196,-1.419078209179678,Normal
0.444,-0.657,-0.11318818359375,0.1122414802705707,0.1594032848675412,0.0412783605161168,0.3721527066408758,2.785388019882709,-1.408303232779708,Normal
0.518,-0.789,-0.114894482421875,0.113014553111086,0.1611605394704978,0.0019276734036435,0.4287126229123994,3.2141863119962166,-1.4026830190046975,Normal
0.459,-0.686,-0.112364404296875,0.1130344055923463,0.1593807525003509,0.0054610820454141,0.4327478518921421,2.8798960526867217,-1.4184274236817496,Normal
0.461,-0.94,-0.1128557617187499,0.1114812801685954,0.1586322645659707,0.0012244814297303,0.4363313860155631,2.9060922836935426,-1.4056195461362553,Normal
0.386,-0.718,-0.1144848876953124,0.1130517558277049,0.1608949252696898,-0.0155464381905673,0.3372138195916498,2.3990812597289333,-1.4053813434126954,Normal
0.51,-0.718,-0.1132417236328124,0.1128388419620482,0.1598623826047588,-0.007573819400342,0.3372393376979099,3.1902439566468592,-1.4116915345011385,Normal
0.54,-0.701,-0.1125544921875,0.1125399984910636,0.1591648697474375,-0.0105458050316641,0.4291099949138068,3.3927084592025287,-1.414113880788438,Normal
0.513,-0.725,-0.1143405029296875,0.1126348192393527,0.1604993563345008,0.005866275723408,0.5599876500115788,3.196274500508548,-1.4036964349649412,Normal
0.427,-0.664,-0.1133505859375,0.1111795880237603,0.1587732796968782,-0.0107326742804472,0.3661073267754076,2.6893694002870405,-1.4007274720610947,Normal
0.435,-0.681,-0.11387373046875,0.1144572735384506,0.1614539380786165,-0.0219292138992752,0.4859019814122396,2.69426689232062,-1.417833045549727,Normal
0.513,-0.642,-0.1142584228515625,0.1122050386234959,0.1601394720632465,0.0427601588021543,0.4142607607672413,3.203457544791908,-1.4015550719730294,Normal
0.457,-0.769,-0.1132808349609375,0.1129005615320141,0.1599336523966901,-0.0082186731812324,0.4432831602505271,2.8574348997325703,-1.4118332765806314,Normal
0.591,-0.769,-0.11364658203125,0.1134598070191406,0.1605875435108818,-0.0092227006457853,0.5145754227913191,3.6802356339671647,-1.4130433193910246,Normal
0.488,-0.752,-0.113867236328125,0.1120465619399295,0.1597494070313721,-0.0260764630964252,0.5398116157234925,3.0547844218549427,-1.4029444481381013,Normal
0.466,-0.713,-0.1133792724609375,0.1154059535706107,0.1617809271323077,-0.0113910066521639,0.49182255862164,2.880438431527196,-1.426900381531783,Normal
